대여소_ID,위도,경도,주소
ST-2079,37.66713,127.051765,서울특별시 노원구 동일로227길 86 상계주공16단지아파트 
ST-1472,37.66687,127.035873,서울특별시 도봉구 도당로15길 36 송학휴스테이
ST-2954,37.66674,127.063889,서울특별시 노원구 한글비석로54길 92 상계주공13단지아파트 
ST-2091,37.666595,127.043365,서울특별시 도봉구 도봉로 696 
ST-2094,37.666271,127.04599,서울특별시 도봉구 도봉로150길 43 ESA 아파트 
ST-916,37.665665,127.042671,서울특별시 도봉구 도봉로 683 방학동 726-92
ST-1639,37.665661,127.057297,서울특별시 노원구 동일로 지하 1530-1 마들역 7번출구
ST-2106,37.665623,127.03109,서울특별시 도봉구 시루봉로 188 방학중학교 
ST-1126,37.6653113,127.0579985,서울특별시 노원구 동일로 1532 마들역 3번 출구
ST-1640,37.665249,127.057892,서울특별시 노원구 동일로 지하 1530-1 마들역 3번출구
ST-2066,37.665215,127.066139,서울특별시 노원구 한글비석로 480 보람아파트2단지 
ST-2089,37.664803,127.04303,서울특별시 도봉구 도봉로 678 홈플러스데스코㈜방학점 
ST-3218,37.664509,127.052704,서울특별시 노원구 동일로227길 85 상계주공11단지아파트 
ST-2402,37.664463,127.011841,서울특별시 강북구 우이동 207-14 
ST-1134,37.664357,127.0267398,서울특별시 도봉구 시루봉로 11길 25-8 방학극동아파트 단지내
ST-2065,37.664207,127.064606,서울특별시 노원구 한글비석로 479 보람아파트1단지 
ST-1672,37.664188,127.06601,서울특별시 노원구 한글비석로 471 온곡초교 교차로
ST-1122,37.663792,127.075447,서울특별시 노원구 상계동 172-2 보훈회관 대여소
ST-1387,37.663666,127.012428,서울특별시 강북구 삼양로 670 북한산 우이역
ST-3197,37.663349,127.030457,서울특별시 도봉구 방학로12길 28 도봉여성센터. 보육정보센터 
ST-3119,37.662991,127.038643,서울특별시 도봉구 방학로 131-1 구두수선대 
ST-1465,37.662979,127.041939,서울특별시 도봉구 방학로 102 방학사거리 (봄마당 앞)
ST-2700,37.662605,127.075577,서울특별시 노원구 서울 노원구 중계동 140-46 
ST-2724,37.662521,127.042709,서울특별시 도봉구 방학동 710 
ST-2112,37.66251,127.033279,서울특별시 도봉구 방학동 726-127 
ST-2836,37.662357,127.058456,서울특별시 노원구 노원구 상계동 694-1 
ST-2710,37.662144,127.058197,서울특별시 노원구 서울 노원구 상계동 694-1 
ST-2113,37.662083,127.028748,서울특별시 도봉구 방학로 210 신동아타워아파트 
ST-1293,37.662079,127.027718,서울특별시 도봉구 시루봉로 128 방학동학마을도서관
ST-2114,37.662003,127.028069,서울특별시 도봉구 방학로 216 
ST-2848,37.661736,127.028122,서울특별시 도봉구 방학로 217-1 구두수선대 
ST-865,37.661648,127.013344,서울특별시 강북구 삼양로155길 9-7 우이동 5-10
ST-2098,37.66156,127.047226,서울특별시 도봉구 창동 744-17 
ST-1476,37.66114,127.058052,서울특별시 노원구 동일로227길 85 온수골사거리(스타벅스앞)
ST-1642,37.660709,127.065331,서울특별시 노원구 노원로34길 43 노원정보도서관
ST-2090,37.660294,127.041924,서울특별시 도봉구 도봉로 628 바로선병원 
ST-914,37.66,127.072968,서울특별시 노원구 상계로 182 노원구 상계동 173-19
ST-2549,37.659996,127.051277,서울특별시 도봉구 창동 
ST-3266,37.65984,127.059357,서울특별시 노원구 동일로 1456 상계주공7단지아파트 
ST-2701,37.659557,127.075256,서울특별시 노원구 서울 노원구 덕릉로83길 5 
ST-3026,37.658989,127.049736,서울특별시 도봉구 창동 808-3 
ST-2077,37.658871,127.071915,서울특별시 노원구 한글비석로 389-2 가로판매대 
ST-3149,37.658688,127.077591,서울특별시 노원구 한글비석로14길 36 극동의푸른별 2차아파트 
ST-2121,37.658619,127.02636,서울특별시 도봉구 방학동 498-1 
ST-1296,37.658588,127.03521,서울특별시 도봉구 해등로 189 삼익세라믹아파트
ST-2849,37.658546,127.027679,서울특별시 도봉구 도봉구 쌍문동 250-6 
ST-2260,37.658428,126.94606,서울특별시 은평구 진관동 289 
ST-1466,37.65815,127.032669,서울특별시 도봉구 해등로 218 쌍문현대1차아파트 108동 앞
ST-2117,37.658051,127.035759,서울특별시 도봉구 쌍문동 45-13 
ST-2116,37.657967,127.03009,서울특별시 도봉구 해등로 242-18 현대아파트 
ST-1292,37.657799,127.050049,서울특별시 도봉구 노해로69길 132 창동청소년수련관
ST-1641,37.65773,127.059311,서울특별시 노원구 동일로 1449 도봉운전면허시험장
ST-1426,37.657455,127.075546,서울특별시 노원구 덕릉로 662 중계3단지주공영구임대아파트 
ST-2103,37.65728,127.013756,서울특별시 도봉구 삼양로 610 산수디앤씨 
ST-3176,37.65704,127.049912,서울특별시 도봉구 창동 1-24 
ST-3123,37.65694,127.078049,서울특별시 노원구 한글비석로 332 주공2단지아파트 
ST-658,37.65683,127.039848,서울특별시 도봉구 해등로 150 창동 723-10
ST-2699,37.656803,127.066574,서울특별시 노원구 서울 노원구 노원로 449 
ST-2259,37.656769,126.942009,서울특별시 은평구 진관동 298-2 
ST-1121,37.6562,127.063622,서울특별시 노원구 상계동 335-4 노원역1번출구
ST-1388,37.656158,127.013138,서울특별시 강북구 삼양로 595 솔밭공원역
ST-1283,37.655781,127.071777,서울특별시 노원구 노원로26길 111 노원소방서인근
ST-1133,37.655708,127.050102,서울특별시 도봉구 창동 1-24 시립창동운동장 입구
ST-2102,37.655685,127.013382,서울특별시 도봉구 삼양로 590 
ST-2107,37.655338,127.042419,서울특별시 도봉구 도봉로136가길 73 북한산한신휴플러스아파트 
ST-2118,37.655045,127.0383,서울특별시 도봉구 쌍문동 635 
ST-1124,37.655018,127.067505,서울특별시 노원구 노원로 434 상계2차중앙하이츠아파트 
ST-611,37.654701,127.0634,서울특별시 노원구 노해로 489 노원구 상계동 719-1
ST-1284,37.654499,127.074387,서울특별시 노원구 덕릉로76길 23 중계중학교
ST-864,37.654472,127.012756,서울특별시 도봉구 삼양로 574 우이동 100-13
ST-615,37.654461,127.038513,서울특별시 도봉구 도봉로 552 창동 723-11
ST-1294,37.6542463,127.0141733,서울특별시 도봉구 삼양로 574-48 쌍문1동우이동교회
ST-1279,37.654217,127.059212,서울특별시 노원구 노해로 459 메가빌딩 
ST-1132,37.654202,127.050728,서울특별시 도봉구 마들로11길 20 하나로마트 창동점
ST-2835,37.654083,127.071953,서울특별시 노원구 노원구 중계동 588-5 
ST-617,37.654049,127.050201,서울특별시 도봉구 마들로11길 74 도봉구 창동 1-9
ST-1125,37.654049,127.057327,서울특별시 노원구 노해로 437 노원구청
ST-1290,37.653976,127.060974,서울특별시 노원구 동일로 1404 노원역 5번출구
ST-2726,37.653736,127.049294,서울특별시 도봉구 도봉구 창동 1-12 
ST-1291,37.653549,127.058083,서울특별시 노원구 노해로 450 서울북부고용센터앞
ST-2717,37.653519,127.071304,서울특별시 노원구 노원구 상계동 197-38 
ST-1131,37.653179,127.012787,서울특별시 도봉구 삼양로556 서울특별시교육청도봉도서관
ST-1137,37.653015,127.046997,서울특별시 창동 74-2 창동역 2번출구
ST-3091,37.652954,127.037544,서울특별시 도봉구 도봉로 534 
ST-1116,37.6527435,127.0772221,서울특별시 노원구 중계동 391 구도일 주유소
ST-3177,37.652657,127.053093,서울특별시 도봉구 노해로70길 19 주공19단지아파트 
ST-2967,37.652508,127.052277,서울특별시 도봉구 도봉시 노해로 70길 19 1905동 앞 ( 도봉경찰서 건너편) 버스정류장 쯤에 희망합니다 (분명 설치예정팻말이 붙어있었는데 아직도 시행안됨) 
ST-3116,37.652294,127.061348,서울특별시 노원구 동일로 1386-2 가로판매대 
ST-1468,37.652241,127.037064,서울특별시 도봉구 도봉로 528 버스정류장 앞
ST-2096,37.652123,127.041702,서울특별시 도봉구 해등로12길 44 주공2단지아파트 
ST-1129,37.651653,127.028488,서울특별시 도봉구 쌍문동 315-488 
ST-2729,37.651535,127.073273,서울특별시 노원구 덕릉로76길 18 원광초등학교 
ST-2719,37.651497,127.077042,서울특별시 노원구 서울 노원구 한글비석로 268 
ST-2101,37.651485,127.044319,서울특별시 도봉구 노해로 325 서울북부지방법원등기국 
ST-2119,37.651348,127.034729,서울특별시 도봉구 쌍문동 83-2 
ST-2120,37.651287,127.045547,서울특별시 도봉구 창동 339 
ST-2711,37.651161,127.076591,서울특별시 노원구 한글비석로 263 성모빌딩 
ST-2111,37.651077,127.035912,서울특별시 도봉구 쌍문동 83-4 
ST-2086,37.651035,127.06871,서울특별시 노원구 상계동 225-5 
ST-1022,37.6505804,126.9358202,서울특별시 진관동 2-6 입곡삼거리
ST-2070,37.650505,127.073982,서울특별시 노원구 중계로 233 청구3차아파트 
ST-1473,37.650459,127.080887,서울특별시 노원구 중계로 181 노원문화예술회관
ST-2092,37.650406,127.0522,서울특별시 도봉구 노해로70길 37 주공19단지아파트 
ST-2088,37.650391,127.052193,서울특별시 도봉구 노해로70길 37 주공19단지아파트 
ST-1127,37.65033,127.071602,서울특별시 노원구 중계동 370 중계동 을지중학교
ST-2063,37.650249,127.057152,서울특별시 노원구 동일로215길 81 새상계교회 
ST-616,37.650127,127.035347,서울특별시 도봉구 도봉로 지하 486-1 쌍문동 83-5
ST-1389,37.649673,127.013451,서울특별시 강북구 삼양로 519 4.19민주묘지역
ST-2110,37.64967,127.035614,서울특별시 도봉구 도봉로 496 
ST-1278,37.649639,127.065605,서울특별시 노원구 동일로 1342 당현천근린공원
ST-2133,37.649597,127.013847,서울특별시 강북구 삼양로 522 
ST-2968,37.649509,127.047226,"서울특별시 도봉구 도봉구 해등로 4길, (도봉구 노해로 66길) "
ST-1281,37.649361,127.070442,서울특별시 노원구 노원로22길 1 노해근린공원내
ST-2109,37.649296,127.0354,서울특별시 도봉구 도봉로 492 
ST-610,37.649212,127.061768,서울특별시 노원구 동일로 1351 노원구 상계동 747
ST-3001,37.649193,127.046066,서울특별시 도봉구 해등로 4길 355 
ST-736,37.649021,127.076408,서울특별시 노원구 한글비석로 235 노원구 중계동 391
ST-1726,37.648891,127.023018,서울특별시 도봉구 우이천로 367 북한산 코오롱 하늘채
ST-452,37.648674,126.930702,서울특별시 은평구 진관동 5-8 은평뉴타운 푸르지오
ST-3110,37.648628,127.069183,서울특별시 노원구 노원로 333 목련아파트상가 
ST-1394,37.648438,127.064446,서울특별시 노원구 동일로214길 32 성서대학교 밀알관
ST-867,37.648209,127.070221,서울특별시 노원구 노원로22길 1 노원구 중계1동 360-18
ST-1475,37.64819,127.080482,서울특별시 노원구 중계로 155 불암고등학교 앞 횡단보도
ST-2071,37.648163,127.078987,서울특별시 노원구 중계동 391-1 
ST-3015,37.64806,127.062393,서울특별시 노원구 동일로 1331-2 구두수선대 
ST-659,37.647991,127.034111,서울특별시 도봉구 도봉로 지하 486-1 쌍문동 83-7
ST-2716,37.647953,127.057938,서울특별시 노원구 덕릉로459-21 
ST-2136,37.647934,127.014572,서울특별시 강북구 삼양로 504 광리빌딩 
ST-1295,37.647503,127.043312,서울특별시 도봉구 해등로 46 창1동주민센터
ST-656,37.647381,127.034218,서울특별시 도봉구 도봉로 지하 486-1 창동 703-6
ST-1282,37.646996,127.076401,서울특별시 노원구 중계동 362 
ST-2099,37.646896,127.033432,서울특별시 도봉구 도봉로 461 우림빌딩 
ST-2124,37.646862,127.008812,서울특별시 강북구 수유동 567-55 
ST-2108,37.646847,127.033417,서울특별시 도봉구 쌍문동 83-7 
ST-2064,37.646717,127.060219,서울특별시 노원구 덕릉로 459-18 미도아파트 
ST-1470,37.646309,127.052742,서울특별시 도봉구 덕릉로 404 창동주공17단지 상가앞
ST-2722,37.646019,127.035271,서울특별시 도봉구 도봉로110길 25 맞은편 
ST-2087,37.64587,127.06562,서울특별시 노원구 덕릉로 553 민정학원 
ST-451,37.645866,126.927391,서울특별시 은평구 진관동 13-20 은평뉴타운 아이파크
ST-1023,37.645851,126.923798,서울특별시 은평구 진관동 30-23 상림마을 롯데캐슬2단지 옆
ST-2706,37.645844,127.070755,서울특별시 노원구 서울 노원구 노원로 330 
ST-613,37.645821,127.050423,서울특별시 도봉구 창동 426-6 
ST-1425,37.645802,127.08226,서울특별시 노원구 중계로8길 20 현대6차 아파트
ST-3175,37.645645,127.054596,서울특별시 도봉구 창동 38-6 
ST-1285,37.645565,127.063347,서울특별시 노원구 동일로 1309-3 
ST-2097,37.645481,127.048576,서울특별시 도봉구 덕릉로 357 주공4단지아파트 
ST-651,37.645451,127.015617,서울특별시 강북구 삼양로 474 수유동 317-3
ST-2754,37.645309,127.057442,서울특별시 노원구 서울 노원구 덕릉로 450 
ST-1638,37.645199,127.032982,서울특별시 도봉구 도봉로 444 제일강산수산입구
ST-862,37.644737,127.026566,서울특별시 강북구 한천로150길 67 수유동 694-2
ST-1024,37.644684,126.918457,서울특별시 진관동 44-28 금암 문화공원
ST-1130,37.64463,127.044609,서울특별시 도봉구 덕릉로 315 도봉문화정보도서관 삼거리
ST-649,37.644577,127.01593,서울특별시 강북구 도봉로 357 수유동 317-3
ST-2712,37.64426,127.083313,서울특별시 노원구 서울 노원구 중계로 90 
ST-1028,37.644081,126.929283,서울특별시 진관동 16-4 상림마을 생태공원
ST-2100,37.643703,127.032043,서울특별시 도봉구 도봉로110다길 70 롯데칠성음료㈜북부지점 
ST-1480,37.643662,126.914558,서울특별시 은평구 진관3로 73-17 구파발10단지 인근
ST-1104,37.643551,127.022347,서울특별시 강북구 노해로 87 광산사거리
ST-1286,37.643528,127.065224,서울특별시 노원구 동일로 지하 1308-1 중계역 3번출구
ST-2244,37.643509,126.924103,서울특별시 은평구 진관4로 26 진관고등학교 
ST-1287,37.64341,127.071838,서울특별시 노원구 노원로 283 노원경찰서교차로
ST-1490,37.643394,126.932137,서울특별시 은평구 진관4로 78-38 은평지웰 테라스 
ST-3092,37.643246,127.031601,서울특별시 도봉구 도봉로 420 
ST-450,37.643108,126.918221,서울특별시 은평구 진관동 45-21 진관동 은빛초등학교
ST-654,37.643085,127.016167,서울특별시 강북구 삼양로 439 SK telecom(수유직영점)
ST-2859,37.643044,127.062134,서울특별시 노원구 동일로207길 50 
ST-2720,37.642929,127.051949,서울특별시 노원구 서울 노원구 월계동 700-6 
ST-1395,37.64283,127.106667,서울특별시 노원구 화랑로 815 삼육대 도서관
ST-1117,37.6426978,127.0651821,서울특별시 노원구 중계동 503-3 서울시립 북서울 미술관 앞
ST-1396,37.642654,127.108383,서울특별시 노원구 화랑로 653 삼육대 후문 삼거리
ST-1329,37.642609,126.921478,서울특별시 은평구 진관3로 77 은평뉴타운구파발9단지
ST-3063,37.642555,127.060387,서울특별시 노원구 덕릉로70길 64 
ST-1604,37.64233,127.00779,서울특별시 강북구 인수봉로79길 93 현대빌라
ST-1489,37.64209,126.929413,서울특별시 은평구 진관4로 48-50 은평뉴타운 상림마을 13단지
ST-1128,37.642071,127.076622,서울특별시 노원구 하계동 266 서울시립과학관
ST-1100,37.641739,127.024628,서울특별시 강북구 수유동 140 수유동 채선당앞
ST-1390,37.64167,127.016884,서울특별시 강북구 삼양로 426 가오리역
ST-476,37.641315,126.938042,서울특별시 은평구 진관동 133-29 은평역사한옥박물관
ST-2725,37.640511,127.040825,서울특별시 도봉구 도봉구 덕릉로62길 14 
ST-2128,37.640438,127.028519,서울특별시 강북구 도봉로 384-1 구두수선대-14 
ST-645,37.640327,127.013359,서울특별시 강북구 삼각산로 85 강북문화예술회관
ST-2085,37.640205,127.067619,서울특별시 노원구 동일로204길 13 노원평생학습관 
ST-653,37.640095,127.016708,서울특별시 강북구 삼각산로22길 2-4 우이초등학교 앞 사거리공원
ST-650,37.639862,127.022789,서울특별시 강북구 노해로 50 수유동 140
ST-1469,37.639702,127.038834,서울특별시 도봉구 덕릉로 249 하나은행 (창동점)
ST-863,37.639671,127.0252,서울특별시 강북구 도봉로89길 13 수유동 192-59
ST-2718,37.639664,127.060417,서울특별시 노원구 노원구 중계동 504-2 
ST-1118,37.63958,127.065102,서울특별시 노원구 중계동 506-3 중계근린공원내
ST-643,37.639263,127.026726,서울특별시 강북구 도봉로 355 
ST-1483,37.639259,126.918907,서울특별시 은평구 진관2로 15-46 은평구 진관2로 15-46
ST-2125,37.639202,127.027237,서울특별시 강북구 도봉로 358 코스타타워 
ST-3262,37.639172,127.07473,서울특별시 노원구 노원로 238 
ST-2084,37.638931,127.073784,서울특별시 노원구 한글비석로 107 
ST-1471,37.638859,127.041176,서울특별시 도봉구 덕릉로60바길 21 창동한신
ST-646,37.638805,127.028358,서울특별시 강북구 한천로 1009 강북구청 사거리 버스정류소
ST-607,37.638649,127.066292,서울특별시 노원구 동일로 1229 노원구 중계동 507-3
ST-652,37.638588,127.015907,서울특별시 강북구 수유동 409-131 
ST-1114,37.638489,127.107903,서울특별시 노원구 공릉동 26-43 삼육대 입구
ST-1481,37.638252,126.919456,서울특별시 은평구 진관2로 지하 15-25 구파발역 환승센터
ST-2078,37.638157,127.073265,서울특별시 노원구 한글비석로 97 
ST-2137,37.63797,127.025902,서울특별시 강북구 도봉로 342 
ST-2792,37.637939,127.067154,서울특별시 노원구 노원구 하계동 273-5 
ST-2241,37.637348,126.935844,서울특별시 은평구 진관동 136-45 
ST-1027,37.637222,126.933304,서울특별시 진관동 141-27 은평뉴타운 도서관
ST-606,37.63715,127.063271,서울특별시 노원구 섬밭로 241 하계동 271-1
ST-2459,37.637135,127.03138,서울특별시 강북구 도봉로 348-1 구두수선대-15 
ST-2702,37.636669,127.069695,서울특별시 노원구 서울 노원구 한글비석로 68 
ST-3174,37.636459,127.072769,서울특별시 노원구 하계동 166-2 
ST-1109,37.636292,127.023376,서울특별시 수유동 230-7 효성인텔리안 앞
ST-1110,37.636261,127.032173,서울특별시 번동 386-17 번동 두산위브 101동 옆
ST-453,37.636234,126.918999,서울특별시 은평구 진관동 86-31 구파발역 2번출구
ST-3192,37.635735,127.10585,서울특별시 노원구 공릉동 25-64 
ST-2134,37.635612,127.022995,서울특별시 강북구 수유동 45-33 
ST-2127,37.635391,127.034554,서울특별시 강북구 번동 430-76 
ST-3152,37.635361,127.037674,서울특별시 강북구 번동 429-121 
ST-3256,37.635345,127.067528,서울특별시 노원구 한글비석로 39-2 
ST-2126,37.635204,127.033966,서울특별시 강북구 덕릉로 176 예수그리스도 후기성도교회 
ST-2249,37.635151,126.920479,서울특별시 은평구 진관2로 29-8 서울은평우체국 
ST-605,37.635109,127.068329,서울특별시 노원구 동일로 지하 1196 노원구 하계동 273-5
ST-2930,37.634937,127.017525,서울특별시 강북구 휘경동 267-4 
ST-2081,37.634899,127.077675,서울특별시 노원구 공릉로58길 130 서울과학기술대학교 생활관 
ST-2072,37.63475,127.069916,서울특별시 노원구 공릉로59길 28 미성아파트 
ST-3058,37.634701,126.917358,서울특별시 은평구 진관동 91-10 
ST-2708,37.634594,127.052063,서울특별시 노원구 초안산로 89 월계청백1단지아파트 
ST-2713,37.634411,127.058868,서울특별시 노원구 월계동 263-6 
ST-859,37.634377,127.035751,서울특별시 강북구 한천로 935 번동 386-17
ST-2256,37.634254,126.927193,서울특별시 은평구 진관동 81-2 
ST-1031,37.63414,126.932343,서울특별시 은평구 진관동 149-17 기자촌 사거리
ST-3126,37.634068,126.925392,서울특별시 은평구 진관동 85-3 
ST-2781,37.633907,126.931778,서울특별시 은평구 진관2로 
ST-858,37.6337297,127.0320239,서울특별시 강북구 덕릉로40길 48 번동 619-53
ST-2069,37.633728,127.044365,서울특별시 노원구 덕릉로60타길 24 
ST-860,37.633717,127.035515,서울특별시 강북구 오현로25마길 27 번동 230
ST-1673,37.633659,126.911697,서울특별시 은평구 통일로 1021 서울소방학교
ST-2082,37.633549,127.079117,서울특별시 노원구 공릉로 232 서울과학기술대학교 
ST-2727,37.633427,127.041161,서울특별시 도봉구 도봉구 우이천로4길 24-5 
ST-2703,37.633415,127.06916,서울특별시 노원구 동일로 1197-2 가로판매대 
ST-2245,37.633102,126.931503,서울특별시 은평구 진관동 148-31 
ST-1330,37.6329088,126.9291221,서울특별시 은평구 진관1로 77-23 서울신도초등학교
ST-2704,37.632843,127.052132,서울특별시 노원구 초안산로5길 22 대우아파트 
ST-2129,37.632381,127.039307,서울특별시 강북구 번동 612-3 
ST-866,37.631622,127.061615,서울특별시 노원구 월계로 378 노원구 월계동 321-4
ST-2263,37.631409,126.925407,서울특별시 은평구 진관1로 52 
ST-861,37.631123,127.036034,서울특별시 강북구 오현로31길 85-7 번동 656-2
ST-1123,37.631111,127.07016,서울특별시 동일로 1127 공릉1단지아파트
ST-2073,37.630749,127.053108,서울특별시 노원구 초안산로 29 신계초등학교 
ST-2261,37.630287,126.919563,서울특별시 은평구 진관동 235-2 
ST-1423,37.630188,127.017738,서울특별시 강북구 삼양로 299 수유1동 주민센터
ST-1103,37.63018,127.02491,서울특별시 미아동 194-1 미아동 한국전력공사
ST-2251,37.630039,126.919037,서울특별시 은평구 진관동 산110-28 
ST-469,37.630016,126.919029,서울특별시 은평구 진관동 242-14 신도고등학교
ST-2971,37.630005,127.044098,서울특별시 노원구 노원구 우이천로 102 
ST-604,37.62994,127.076553,서울특별시 노원구 공릉로 232 노원구 공릉동 436-4
ST-1107,37.629917,127.040916,"서울특별시 강북구 번동 254 번동 주공3, 4단지 교차로"
ST-2067,37.629814,127.066505,서울특별시 노원구 섬밭로 139 공릉풍림아파트 
ST-2780,37.629627,126.930115,서울특별시 은평구 연서로 
ST-2080,37.629509,127.081039,서울특별시 노원구 노원로 75 한국원자력의학원 
ST-1288,37.629349,127.054825,서울특별시 노원구 초안산로 12 인덕대학교
ST-2705,37.629173,127.056931,서울특별시 노원구 서울 노원구 초안산로2라길 26 
ST-2610,37.628685,127.043907,서울특별시 강북구 서울 강북구 번동 255도 
ST-2068,37.62862,127.06691,서울특별시 노원구 섬밭로 139 공릉풍림아파트 
ST-472,37.628517,126.929581,서울특별시 은평구 진관동 161-9 메뚜기다리
ST-3201,37.628342,126.933815,서울특별시 은평구 진관동 151-10 
ST-3014,37.628212,127.070465,서울특별시 노원구 미차이 중식당 바로 앞 
ST-1740,37.628189,127.082108,서울특별시 노원구 노원로 75 원자력병원 국가방사선 비상진료센터
ST-2955,37.62812,127.085487,서울특별시 노원구 노원로 62 공릉해링턴플레이스 
ST-2083,37.628071,127.046921,서울특별시 노원구 월계동 855-26 
ST-3028,37.627945,126.919769,서울특별시 은평구 불광동 476-10 
ST-3060,37.627861,127.076378,서울특별시 노원구 공릉로 213 동신아파트 
ST-3167,37.627808,127.069618,서울특별시 노원구 동일로191가길 59 공릉동 신도1차아파트 
ST-2791,37.627411,127.062141,서울특별시 노원구 서울 노원구 마들로3길 15 (월계동) 
ST-1101,37.627335,127.026054,서울특별시 강북구 미아동 194-1 미아역 1번 출구 뒤
ST-647,37.62714,127.026695,서울특별시 강북구 솔매로49길 14 미아동 195-1
ST-1348,37.626942,127.05513,서울특별시 노원구 월계로 280 월계문화체육센터
ST-2401,37.626732,127.038773,서울특별시 강북구 오현로20길 46 
ST-2242,37.62672,126.929016,서울특별시 은평구 불광동 70-1 
ST-735,37.626614,127.072754,서울특별시 노원구 동일로 지하 1074 노원구 공릉동 385-4
ST-2122,37.626541,127.045197,서울특별시 강북구 한천로105길 24 번동2단지주공아파트 
ST-1391,37.62653,127.018059,서울특별시 강북구 삼양로 263 삼양역
ST-1106,37.626354,127.047447,서울특별시 강북구 번동 2-2 번3동 주민센터 교차로
ST-948,37.62608,127.026482,"서울특별시 강북구 도봉로 196 미아역 3,4번 출구 사이"
ST-1039,37.625778,126.928818,서울특별시 불광동 73-1번지 서울연신초등학교
ST-2130,37.625526,127.037323,서울특별시 강북구 번동 139-5 
ST-2715,37.625336,127.07019,서울특별시 노원구 서울 노원구 공릉동 547-1 
ST-964,37.625317,127.088135,서울특별시 노원구 화랑로 621 서울여자대학교 서울여대 후문
ST-3101,37.625149,127.049934,서울특별시 노원구 월계동 865-5 
ST-2896,37.625004,127.073013,서울특별시 노원구 공릉동 405-6 
ST-3184,37.624912,127.019791,서울특별시 강북구 미아동 762-136 
